age;traveltime;absences;G1;G2;G3;Medu;Fedu;studytime;failures;famrel;freetime;goout;Dalc;Walc;health;school_GP;school_MS;sex_F;sex_M;address_R;address_U;famsize_GT3;famsize_LE3;Pstatus_A;Pstatus_T;Mjob_at_home;Mjob_health;Mjob_other;Mjob_services;Mjob_teacher;Fjob_at_home;Fjob_health;Fjob_other;Fjob_services;Fjob_teacher;reason_course;reason_home;reason_other;reason_reputation;guardian_father;guardian_mother;guardian_other;schoolsup_no;schoolsup_yes;famsup_no;famsup_yes;paid_no;paid_yes;activities_no;activities_yes;nursery_no;nursery_yes;higher_no;higher_yes;internet_no;internet_yes;romantic_no;romantic_yes
15.0;1.0;4.0;10.0;13.0;14.0;5;4;0;0;5;2;2;0;0;5;True;False;False;True;False;True;True;False;False;True;False;False;False;True;False;False;False;True;False;False;True;False;False;False;False;True;False;True;False;False;True;True;False;False;True;True;False;False;True;False;True;True;False
15.0;2.0;26.0;7.0;6.0;6.0;4;2;1;0;4;2;5;0;0;1;True;False;True;False;False;True;True;False;False;True;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;True;False;True;True;False
15.0;1.0;0.0;16.0;18.0;18.0;4;4;1;0;5;4;4;0;0;0;True;False;False;True;False;True;True;False;True;False;False;False;False;True;False;False;False;True;False;False;True;False;False;False;False;True;False;True;False;False;True;False;True;False;True;False;True;False;True;False;True;True;False
15.0;1.0;10.0;10.0;11.0;11.0;4;3;3;0;4;2;2;0;0;3;True;False;True;False;False;True;True;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;True;True;False;False;False;True;True;False;True;False;True;False;False;True;False;True;True;False;True;False
15.0;1.0;8.0;7.0;8.0;8.0;2;2;3;0;5;0;1;0;0;2;True;False;True;False;False;True;True;False;False;True;False;False;True;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;True;False;True;True;False
16.0;1.0;2.0;16.0;18.0;18.0;4;3;2;0;5;2;2;0;0;5;True;False;False;True;False;True;True;False;False;True;False;False;False;True;False;False;False;True;False;False;False;True;False;False;True;False;False;True;False;False;True;True;False;False;True;False;True;False;True;False;True;True;False
15.0;4.0;6.0;10.0;13.0;13.0;5;4;3;0;0;2;5;3;5;0;True;False;False;True;True;False;True;False;False;True;False;False;True;False;False;False;False;True;False;False;False;True;False;False;True;False;False;True;False;False;True;False;True;False;True;False;True;False;True;False;True;False;True
16.0;1.0;4.0;14.0;15.0;16.0;5;4;2;0;5;4;5;0;0;4;True;False;True;False;False;True;False;True;False;True;False;True;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;True;False;False;True;False;True;False;True;False;True;False;True;False;True;False;True
15.0;1.0;6.0;18.0;19.0;19.0;5;4;0;0;5;5;2;0;0;4;True;False;False;True;False;True;False;True;True;False;False;False;False;False;True;False;False;False;False;True;True;False;False;False;False;True;False;True;False;True;False;True;False;False;True;False;True;False;True;False;True;True;False
16.0;1.0;0.0;7.0;10.0;10.0;4;3;2;1;4;0;1;0;0;1;True;False;True;False;True;False;True;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;True;True;False;False;False;True;False;True;True;False;False;True;False;True;False;True;False;True;True;False
16.0;1.0;6.0;10.0;13.0;13.0;2;2;1;1;2;0;1;0;0;5;True;False;True;False;False;True;True;False;False;True;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;True;True;False;True;False;False;True;False;True;False;True;False;True;True;False
15.0;1.0;10.0;18.0;19.0;19.0;5;2;0;0;2;5;1;0;0;2;True;False;False;True;False;True;False;True;False;True;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;True;False;True;False;True;False;True;False;True;False;False;True;False;True;False;True;True;False
15.0;1.0;8.0;9.0;9.0;9.0;2;1;1;0;5;4;1;1;0;5;True;False;False;True;True;False;True;False;False;True;False;True;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;True;False;True;False;True;False;False;True;False;True;False;True;False;True;False;True
16.0;1.0;2.0;15.0;15.0;16.0;5;4;1;0;5;4;4;0;1;5;True;False;False;True;False;True;True;False;False;True;False;False;False;False;True;False;False;False;False;True;True;False;False;False;True;False;False;True;False;False;True;True;False;False;True;False;True;False;True;False;True;True;False
15.0;2.0;2.0;11.0;13.0;14.0;5;4;1;0;4;4;2;0;0;1;True;False;False;True;False;True;True;False;False;True;False;False;True;False;False;False;False;False;False;True;False;False;False;True;True;False;False;True;False;False;True;True;False;False;True;False;True;False;True;True;False;True;False
16.0;2.0;0.0;13.0;14.0;13.0;4;3;0;0;5;4;1;0;0;5;True;False;False;True;False;True;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;True;False;True;False;False;True;False;True;False;True;False;True;True;False
17.0;3.0;20.0;9.0;7.0;8.0;1;3;1;1;5;1;4;0;4;5;True;False;False;True;True;False;True;False;False;True;False;False;True;False;False;False;False;True;False;False;True;False;False;False;True;False;False;True;False;False;True;True;False;False;True;False;True;False;True;False;True;True;False
15.0;1.0;6.0;14.0;13.0;13.0;4;4;0;0;2;4;2;0;1;4;True;False;False;True;False;True;True;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;True;True;False;False;True;False;True;False;True;False;True;False;False;True;False;True;False;True;True;False
15.0;1.0;2.0;16.0;15.0;15.0;1;2;1;0;2;1;2;0;1;0;True;False;True;False;False;True;True;False;False;True;True;False;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;True;False;True;False;True;False;True;False;True;False;False;True;False;True;True;False
15.0;1.0;6.0;16.0;14.0;15.0;2;2;3;0;5;5;4;0;1;5;True;False;False;True;False;True;True;False;False;True;False;False;False;True;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;True;False;True;False;True;False;True;False;True;False;True;True;False
16.0;2.0;2.0;13.0;13.0;13.0;2;4;1;0;4;1;1;0;1;5;True;False;True;False;False;True;False;True;False;True;False;False;True;False;False;False;True;False;False;False;True;False;False;False;True;False;False;True;False;False;True;False;True;False;True;False;True;False;True;False;True;False;True
16.0;1.0;18.0;14.0;11.0;13.0;5;4;0;0;2;4;4;0;4;5;True;False;False;True;False;True;True;False;False;True;False;True;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;True;False;False;True;True;False;False;True;False;True;False;True;False;True;True;False
16.0;1.0;0.0;8.0;7.0;8.0;2;2;1;0;5;4;4;0;0;5;True;False;True;False;False;True;True;False;False;True;False;False;True;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;True;False;False;True;True;False;False;True;False;True;False;True;False;True
15.0;1.0;0.0;13.0;13.0;12.0;4;4;0;0;5;5;5;3;1;5;True;False;False;True;False;True;True;False;False;True;False;False;False;True;False;False;False;False;True;False;False;True;False;False;True;False;False;False;True;True;False;True;False;True;False;False;True;False;True;False;True;True;False
15.0;1.0;0.0;7.0;10.0;11.0;4;4;1;0;5;2;1;0;0;0;True;False;True;False;False;True;False;True;True;False;False;False;True;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;True;True;False;True;False;False;True;False;True;False;True;False;True;False;True
19.0;1.0;2.0;7.0;8.0;9.0;0;1;1;3;2;4;1;0;0;5;True;False;True;False;False;True;True;False;False;True;True;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;True;True;False;False;True;True;False;True;False;True;False;True;False;True;False;True;False
18.0;1.0;0.0;7.0;4.0;0.0;2;2;0;2;2;2;2;0;1;4;True;False;False;True;True;False;True;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;True;False;True;False;False;True;True;False;False;True;False;True;False;True;False;True;True;False
16.0;1.0;8.0;18.0;18.0;18.0;5;4;0;0;2;5;5;2;5;4;True;False;False;True;True;False;True;False;False;True;False;False;False;False;True;False;False;False;False;True;True;False;False;False;False;True;False;True;False;True;False;False;True;False;True;False;True;False;True;False;True;True;False
15.0;2.0;0.0;12.0;0.0;0.0;4;4;2;2;4;1;1;2;1;5;True;False;True;False;True;False;True;False;False;True;False;False;False;True;False;False;False;False;False;True;True;False;False;False;True;False;False;True;False;False;True;True;False;True;False;False;True;False;True;False;True;False;True
15.0;3.0;0.0;8.0;0.0;0.0;1;1;0;0;4;2;2;0;1;4;True;False;True;False;False;True;True;False;False;True;True;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;True;False;False;True;True;False;False;True;True;False;False;True;False;True;False;True
17.0;1.0;12.0;10.0;13.0;12.0;2;2;0;0;2;4;4;0;3;5;True;False;True;False;False;True;False;True;False;True;False;False;True;False;False;False;False;True;False;False;True;False;False;False;True;False;False;True;False;False;True;True;False;True;False;False;True;False;True;False;True;False;True
16.0;1.0;16.0;12.0;11.0;11.0;4;4;0;0;2;1;0;0;4;5;True;False;True;False;False;True;True;False;True;False;False;False;False;True;False;False;False;True;False;False;True;False;False;False;True;False;False;True;False;True;False;True;False;True;False;False;True;False;True;False;True;True;False
15.0;4.0;0.0;9.0;0.0;0.0;4;4;1;0;5;2;2;0;0;5;True;False;False;True;True;False;True;False;False;True;True;False;False;False;False;False;False;False;False;True;True;False;False;False;False;True;False;True;False;False;True;True;False;True;False;False;True;False;True;True;False;False;True
15.0;1.0;0.0;11.0;0.0;0.0;5;4;2;0;4;2;2;0;2;5;True;False;True;False;False;True;True;False;False;True;False;False;False;True;False;True;False;False;False;False;True;False;False;False;False;True;False;True;False;False;True;True;False;False;True;False;True;False;True;False;True;False;True
17.0;3.0;0.0;10.0;0.0;0.0;4;4;1;0;5;4;5;2;4;5;True;False;False;True;True;False;True;False;False;True;True;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;True;False;True;False;True;False;True;False;False;True;False;True;True;False;True;False
16.0;2.0;0.0;4.0;0.0;0.0;4;3;0;2;4;2;1;0;0;5;True;False;True;False;False;True;True;False;True;False;False;False;True;False;False;False;False;True;False;False;True;False;False;False;False;False;True;True;False;False;True;True;False;False;True;True;False;False;True;False;True;True;False
16.0;1.0;0.0;14.0;12.0;12.0;1;1;1;1;4;4;4;0;3;5;True;False;False;True;False;True;False;True;False;True;False;False;False;True;False;False;False;True;False;False;True;False;False;False;False;True;False;True;False;True;False;True;False;True;False;False;True;False;True;True;False;False;True
15.0;2.0;0.0;16.0;16.0;15.0;5;4;0;0;4;2;1;0;0;5;True;False;True;False;False;True;True;False;False;True;False;False;False;False;True;False;False;False;False;True;True;False;False;False;False;True;False;True;False;True;False;True;False;False;True;False;True;False;True;False;True;True;False
15.0;2.0;0.0;7.0;9.0;0.0;5;3;3;0;1;1;1;0;0;2;True;False;False;True;False;True;True;False;False;True;False;False;False;False;True;False;False;False;True;False;True;False;False;False;True;False;False;False;True;False;True;True;False;True;False;False;True;False;True;False;True;True;False
16.0;2.0;8.0;9.0;9.0;9.0;2;2;0;2;1;2;2;2;1;1;True;False;False;True;False;True;False;True;False;True;False;False;False;True;False;False;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;True;False;False;True;False;True;False;True;False;True;True;False
15.0;1.0;2.0;9.0;11.0;11.0;5;4;2;0;4;1;1;0;0;5;True;False;True;False;False;True;True;False;False;True;False;False;False;False;True;False;False;False;True;False;True;False;False;False;False;True;False;True;False;False;True;False;True;False;True;False;True;False;True;False;True;True;False
16.0;1.0;2.0;14.0;14.0;13.0;1;1;0;0;2;4;4;3;3;0;True;False;True;False;False;True;False;True;False;True;True;False;False;False;False;True;False;False;False;False;True;False;False;False;False;True;False;True;False;True;False;True;False;True;False;False;True;False;True;False;True;True;False
17.0;1.0;0.0;5.0;0.0;0.0;2;1;0;3;5;4;5;0;1;5;True;False;False;True;False;True;True;False;False;True;False;False;True;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;False;True;True;False;True;False;False;True;False;True;False;True;True;False
15.0;1.0;0.0;8.0;11.0;11.0;1;1;1;0;4;4;1;0;1;5;True;False;True;False;False;True;True;False;False;True;False;False;True;False;False;False;False;False;True;False;True;False;False;False;True;False;False;True;False;False;True;False;True;True;False;False;True;False;True;False;True;True;False
15.0;1.0;0.0;6.0;7.0;0.0;4;2;1;3;2;2;1;0;0;2;True;False;True;False;False;True;True;False;False;True;False;True;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;True;True;False;True;False;False;True;False;True;False;True;True;False
15.0;1.0;2.0;10.0;11.0;11.0;1;2;1;0;4;2;1;0;0;5;True;False;True;False;False;True;True;False;False;True;True;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;True;False;False;True;False;True;True;False;True;False;False;True;False;True;True;False
16.0;1.0;0.0;7.0;6.0;0.0;5;4;0;0;2;2;1;2;0;5;True;False;False;True;False;True;True;False;False;True;False;False;False;False;True;False;False;False;False;True;True;False;False;False;False;True;False;True;False;False;True;True;False;True;False;False;True;True;False;False;True;False;True
15.0;4.0;0.0;8.0;9.0;10.0;2;1;0;3;4;5;5;2;5;5;True;False;False;True;False;True;False;True;True;False;False;False;False;True;False;False;False;True;False;False;True;False;False;False;False;True;False;True;False;True;False;True;False;True;False;False;True;False;True;False;True;True;False
18.0;1.0;0.0;6.0;5.0;0.0;1;1;0;3;1;2;5;2;5;4;True;False;False;True;False;True;False;True;False;True;False;False;True;False;False;False;False;True;False;False;True;False;False;False;False;True;False;True;False;True;False;True;False;True;False;False;True;True;False;False;True;False;True
16.0;1.0;6.0;12.0;13.0;14.0;2;1;0;1;4;4;4;3;5;5;True;False;False;True;False;True;False;True;False;True;True;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;True;False;True;False;True;False;False;True;False;True;False;True;True;False;False;True
15.0;2.0;8.0;10.0;10.0;10.0;4;3;2;2;4;1;0;2;3;2;True;False;True;False;True;False;True;False;False;True;False;False;False;True;False;False;False;False;True;False;False;False;False;True;False;False;True;True;False;False;True;False;True;False;True;False;True;False;True;False;True;False;True
19.0;1.0;0.0;5.0;0.0;0.0;4;2;0;3;4;5;4;0;0;4;True;False;False;True;False;True;True;False;False;True;False;False;False;True;False;True;False;False;False;False;False;True;False;False;False;True;False;True;False;False;True;True;False;True;False;False;True;True;False;False;True;False;True
17.0;1.0;0.0;11.0;11.0;12.0;5;4;0;0;4;1;0;0;0;4;True;False;True;False;False;True;True;False;False;True;False;False;True;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;True;False;True;True;False;True;False;False;True;False;True;True;False;False;True
15.0;1.0;2.0;11.0;8.0;8.0;2;3;1;0;4;4;4;0;0;0;True;False;False;True;True;False;True;False;False;True;True;False;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;False;True;True;False;False;True;False;True;False;True;False;True;True;False;True;False
17.0;1.0;8.0;16.0;12.0;13.0;1;2;0;0;1;1;1;3;3;5;True;False;False;True;True;False;False;True;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;True;False;True;False;True;False;True;False;True;False;True;False;False;True;False;True;True;False;True;False
18.0;3.0;6.0;9.0;8.0;10.0;1;1;0;3;5;1;5;0;5;4;True;False;True;False;True;False;True;False;False;True;True;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;True;False;False;True;True;False;False;True;True;False;False;True;True;False;True;False
16.0;3.0;2.0;17.0;15.0;15.0;2;2;0;0;4;1;1;0;1;2;True;False;False;True;True;False;True;False;False;True;True;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;True;False;True;False;True;False;True;False;True;False;False;True;True;False;True;False
16.0;1.0;4.0;10.0;12.0;12.0;4;3;1;1;4;5;5;4;4;5;True;False;False;True;False;True;True;False;False;True;False;False;True;False;False;False;False;False;True;False;True;False;False;False;True;False;False;True;False;False;True;False;True;False;True;False;True;False;True;False;True;False;True
17.0;2.0;0.0;7.0;6.0;0.0;2;1;0;2;2;2;1;2;1;5;True;False;False;True;True;False;False;True;False;True;True;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;True;False;True;False;True;False;False;True;False;True;True;False;False;True;False;True
15.0;2.0;6.0;10.894871794871795;9.0;7.0;4;2;1;2;4;4;4;0;4;2;True;False;False;True;True;False;True;False;False;True;False;False;True;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;True;False;True;True;False;True;False;False;True;False;True;False;True;False;True
16.0;2.0;0.0;7.0;0.0;0.0;1;2;0;1;4;4;4;2;4;5;True;False;False;True;False;True;False;True;False;True;False;False;True;False;False;False;False;True;False;False;True;False;False;False;False;True;False;True;False;True;False;True;False;False;True;False;True;False;True;True;False;True;False
17.0;1.0;2.0;10.0;10.0;10.0;1;3;0;0;5;2;2;0;4;1;True;False;False;True;False;True;True;False;False;True;True;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;True;False;True;False;True;False;True;False;False;True;True;False;False;True;True;False
17.0;4.0;0.0;5.0;8.0;7.0;1;1;1;3;5;2;5;0;5;5;True;False;False;True;True;False;False;True;False;True;False;False;True;False;False;False;False;False;True;False;True;False;False;False;False;True;False;True;False;True;False;True;False;False;True;False;True;True;False;True;False;False;True
16.0;2.0;16.0;12.0;11.0;12.0;4;2;0;1;4;5;1;0;0;1;True;False;False;True;False;True;True;False;False;True;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;True;False;True;False;False;True;True;False;False;True;True;False;True;False;True;False;True;False
16.0;1.0;4.0;10.0;10.0;10.0;2;2;1;0;4;2;5;2;4;4;True;False;False;True;False;True;True;False;False;True;False;False;True;False;False;False;False;True;False;False;True;False;False;False;True;False;False;True;False;True;False;True;False;True;False;False;True;True;False;False;True;True;False
16.0;1.0;0.0;14.0;15.0;16.0;5;2;1;0;4;1;2;0;0;2;True;False;True;False;False;True;True;False;False;True;False;True;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;True;False;False;True;True;False;False;True;False;True;False;True;False;True
16.0;1.0;0.0;6.0;7.0;0.0;2;2;1;0;5;0;5;0;0;4;True;False;True;False;False;True;True;False;False;True;False;False;True;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;False;True;False;True;False;True;True;False;False;True;False;True;True;False
16.0;1.0;0.0;14.0;14.0;14.0;5;4;1;0;4;4;1;0;0;2;True;False;True;False;False;True;True;False;False;True;False;True;False;False;False;False;True;False;False;False;False;False;False;True;False;True;False;True;False;False;True;False;True;True;False;False;True;False;True;False;True;False;True
16.0;3.0;0.0;6.0;5.0;0.0;4;4;0;2;2;4;5;2;4;1;True;False;False;True;False;True;True;False;False;True;False;False;True;False;False;False;False;True;False;False;True;False;False;False;True;False;False;True;False;False;True;True;False;False;True;True;False;False;True;False;True;True;False
16.0;2.0;2.0;13.0;15.0;16.0;1;0;1;0;4;2;1;0;0;2;True;False;False;True;False;True;True;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;True;False;True;False;True;False;False;True;False;True;False;True;False;True;False;True;False;True;False;True
17.0;1.0;0.0;13.0;11.0;10.0;5;4;1;0;4;4;4;0;3;5;True;False;False;True;False;True;False;True;False;True;False;False;False;False;True;False;False;True;False;False;False;False;False;True;False;True;False;True;False;False;True;False;True;False;True;False;True;False;True;False;True;True;False
16.0;1.0;0.0;8.0;7.0;0.0;1;3;1;3;4;2;5;0;0;2;True;False;True;False;False;True;True;False;False;True;True;False;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;True;False;True;False;True;False;False;True;True;False;False;True;False;True;True;False
16.0;2.0;4.0;10.0;11.0;9.0;4;3;1;0;4;4;5;0;2;4;True;False;True;False;False;True;False;True;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;True;False;True;False;True;False;False;True;False;True;False;True;False;True;False;True;False;True;True;False
17.0;2.0;4.0;10.0;9.0;9.0;5;3;1;0;4;4;4;4;4;4;True;False;False;True;False;True;False;True;False;True;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;True;False;True;False;True;False;False;True;False;True;False;True;False;True;False;True;True;False
16.0;2.0;2.0;13.0;13.0;11.0;2;2;1;0;2;4;4;0;4;5;True;False;True;False;False;True;True;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;True;False;True;False;True;False;False;True;False;True;True;False;False;True;False;True;True;False
17.0;1.0;4.0;6.0;5.0;6.0;4;3;1;0;4;2;4;0;4;4;True;False;False;True;False;True;True;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;True;True;False;False;True;False;True;False;True;False;False;True;True;False;False;True;False;True;True;False
16.0;1.0;10.0;10.0;8.0;9.0;5;2;0;0;4;2;2;3;4;2;True;False;False;True;True;False;True;False;False;True;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;True;False;True;False;False;True;True;False;False;True;False;True;False;True;False;True;False;True
17.0;1.0;4.0;10.0;10.0;11.0;5;3;1;0;5;1;2;0;0;1;True;False;False;True;False;True;True;False;False;True;False;False;True;False;False;False;False;True;False;False;True;False;False;False;False;True;False;True;False;False;True;True;False;False;True;False;True;False;True;False;True;False;True
16.0;1.0;10.0;9.0;8.0;8.0;5;3;1;0;2;4;2;2;3;2;True;False;False;True;False;True;True;False;False;True;False;False;False;False;True;False;False;True;False;False;False;True;False;False;False;True;False;True;False;False;True;False;True;False;True;False;True;False;True;False;True;True;False
16.0;1.0;2.0;12.0;13.0;12.0;4;3;1;0;4;1;2;0;1;2;True;False;False;True;False;True;True;False;False;True;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;True;False;False;True;False;True;False;True;False;True;False;True;False;True
17.0;1.0;0.0;16.0;17.0;17.0;2;4;1;0;5;4;1;2;3;5;True;False;True;False;False;True;True;False;False;True;False;False;False;True;False;False;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;True;False;False;True;False;True;False;True;True;False;True;False
17.0;1.0;56.0;9.0;9.0;8.0;4;3;1;0;5;2;2;2;3;0;True;False;True;False;False;True;False;True;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;True;False;True;False;True;False;False;True;True;False;False;True;False;True;False;True;False;True;False;True
16.0;1.0;14.0;12.0;13.0;12.0;4;2;1;0;0;1;1;0;1;0;True;False;True;False;False;True;True;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;True;False;True;False;True;False;False;True;False;True;True;False;False;True;False;True;False;True;True;False
17.0;1.0;12.0;12.0;12.0;11.0;4;3;1;0;4;2;4;2;3;4;True;False;False;True;False;True;True;False;False;True;False;False;False;True;False;False;False;False;True;False;False;False;True;False;False;True;False;True;False;False;True;True;False;False;True;False;True;False;True;False;True;False;True
16.0;1.0;2.0;11.0;12.0;11.0;1;2;0;0;2;2;2;0;1;2;True;False;False;True;False;True;True;False;False;True;False;False;False;True;False;False;False;False;True;False;False;False;True;False;False;True;False;True;False;False;True;False;True;False;True;False;True;False;True;False;True;False;True
16.0;1.0;0.0;15.0;15.0;15.0;2;1;1;0;4;1;2;0;1;5;True;False;False;True;False;True;False;True;False;True;False;False;True;False;False;False;False;True;False;False;True;False;False;False;False;True;False;True;False;True;False;False;True;False;True;False;True;False;True;False;True;False;True
17.0;1.0;6.0;8.0;7.0;9.0;4;3;1;0;2;2;2;0;3;2;True;False;True;False;False;True;True;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;True;False;True;False;True;False;False;True;True;False;True;False;True;False;False;True;False;True;False;True
17.0;1.0;4.0;8.0;9.0;10.0;1;2;1;0;2;0;2;0;5;2;True;False;False;True;True;False;True;False;False;True;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;True;False;True;False;True;False;False;True;False;True;True;False;True;False
16.0;1.0;10.0;11.0;12.0;13.0;2;3;1;0;4;2;2;0;0;1;True;False;True;False;False;True;True;False;False;True;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;True;False;True;False;True;False;True;False;True;False;False;True;False;True;False;True;True;False
17.0;1.0;0.0;8.0;8.0;9.0;1;1;1;0;5;2;2;0;0;3;True;False;True;False;False;True;True;False;False;True;True;False;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;True;False;True;False;True;False;False;True;False;True;False;True;False;True;True;False
17.0;2.0;12.0;7.0;8.0;8.0;1;2;1;0;4;4;4;4;5;5;True;False;False;True;False;True;True;False;False;True;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;True;False;True;False;False;True;False;True;True;False;False;True;False;True;True;False
16.0;1.0;8.0;8.0;9.0;10.0;4;3;0;0;4;2;1;3;4;5;True;False;False;True;True;False;True;False;False;True;False;False;False;True;False;False;False;False;True;False;False;False;False;True;False;True;False;True;False;False;True;True;False;False;True;False;True;False;True;False;True;True;False
16.0;2.0;0.0;13.0;14.0;14.0;2;3;0;0;5;2;2;0;0;2;True;False;False;True;False;True;True;False;False;True;False;False;True;False;False;False;False;True;False;False;False;True;False;False;True;False;False;True;False;True;False;True;False;True;False;False;True;False;True;False;True;True;False
17.0;1.0;0.0;14.0;15.0;15.0;2;4;1;0;4;2;1;0;0;5;True;False;True;False;False;True;False;True;False;True;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;False;False;True;False;True;False;True;False;False;True;False;True;False;True;False;True;False;True
17.0;1.0;4.0;17.0;15.0;16.0;5;4;0;0;5;1;2;0;1;5;True;False;False;True;False;True;True;False;False;True;False;False;False;True;False;False;False;False;False;True;False;True;False;False;False;True;False;True;False;True;False;True;False;True;False;False;True;False;True;False;True;True;False
16.0;3.0;8.0;9.0;9.0;10.0;4;3;0;0;2;2;4;3;5;2;True;False;False;True;True;False;False;True;False;True;False;False;False;False;True;False;False;True;False;False;False;True;False;False;True;False;False;True;False;False;True;False;True;False;True;False;True;False;True;False;True;True;False
17.0;2.0;24.0;18.0;18.0;18.0;5;4;0;1;4;1;4;2;3;1;True;False;True;False;False;True;True;False;False;True;False;False;False;True;False;False;False;False;False;True;False;True;False;False;False;True;False;True;False;False;True;True;False;True;False;False;True;False;True;False;True;True;False
16.0;1.0;0.0;9.0;9.0;10.0;5;4;1;0;4;5;1;0;1;2;True;False;True;False;False;True;False;True;False;True;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;True;False;True;False;False;True;False;True;True;False;False;True;False;True;False;True;True;False
16.0;1.0;2.0;16.0;16.0;16.0;5;3;1;0;4;2;5;0;5;1;True;False;True;False;False;True;True;False;False;True;False;True;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;False;True;True;False;False;True;False;True;False;True;False;True;True;False
16.0;1.0;6.0;8.0;10.0;10.0;2;3;1;0;4;4;2;0;3;4;True;False;True;False;False;True;True;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;True;False;True;False;False;True;False;True;False;True;False;True;False;True;False;True;True;False;True;False
17.0;1.0;4.0;9.0;9.0;10.0;1;1;1;0;4;4;4;0;3;0;True;False;True;False;False;True;True;False;False;True;False;False;True;False;False;False;False;True;False;False;True;False;False;False;False;True;False;True;False;False;True;False;True;True;False;True;False;False;True;True;False;True;False
17.0;1.0;18.0;7.0;6.0;6.0;2;2;0;0;5;2;1;0;1;2;True;False;True;False;True;False;True;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;True;False;True;False;True;False;False;True;True;False;True;False;False;True;False;True;False;True;True;False
16.0;2.0;6.0;10.0;10.0;11.0;2;2;3;0;5;2;5;0;0;5;True;False;True;False;True;False;True;False;False;True;False;False;False;True;False;False;False;False;True;False;False;False;False;True;False;True;False;True;False;False;True;False;True;False;True;True;False;False;True;False;True;True;False
17.0;1.0;28.0;10.0;9.0;9.0;4;4;2;1;4;4;2;3;4;5;True;False;True;False;False;True;True;False;False;True;True;False;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;True;False;False;True;False;True;True;False;False;True;False;True;False;True;False;True
16.0;1.0;5.0;7.0;7.0;7.0;4;1;1;3;1;2;2;2;1;4;True;False;True;False;False;True;True;False;True;False;False;False;False;True;False;False;False;True;False;False;True;False;False;False;False;True;False;True;False;False;True;False;True;True;False;False;True;False;True;False;True;True;False
